Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Proximal/Distal Pattern Formation (GO:0009954)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	DLL1
Monosaccharide Metabolic Process (GO:0005996)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	SLC23A1
Negative Regulation of B Cell Receptor Signaling Pathway (GO:0050859)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	FCGR2B
Negative Regulation of CD8-positive, Alpha-Beta T Cell Activation (GO:2001186)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	LILRB1
Regulation of Apoptotic Cell Clearance (GO:2000425)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	CCL2
Regulation of Cardiac Muscle Hypertrophy in Response to Stress (GO:1903242)	1/7	0.06926172588090321	0.28344544740554684	0	0	16.247947454844006	43.37979083454179	PPARG
Negative Regulation of Angiogenesis (GO:0016525)	3/93	0.06972182000067445	0.28344544740554684	0	0	3.2679933665008294	8.703457039855074	SPARC;PPARG;CD36
Negative Regulation of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/43	0.07119624540444684	0.28344544740554684	0	0	4.770586814779039	12.605394029939811	GPNMB;CCL2
Skeletal System Morphogenesis (GO:0048705)	2/43	0.07119624540444684	0.28344544740554684	0	0	4.770586814779039	12.605394029939811	FGFR3;LTF
Regulation of Chemokine Production (GO:0032642)	2/43	0.07119624540444684	0.28344544740554684	0	0	4.770586814779039	12.605394029939811	LPL;TREM2
Regulation of Immune Response (GO:0050776)	3/94	0.07150228280759627	0.28344544740554684	0	0	3.2319173363949485	8.525881647867097	COL3A1;TREM2;FCGR2B
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	7/355	0.07221676627808722	0.28344544740554684	0	0	1.985763463445942	5.218751279980418	CCL2;PPARG;LILRB1;TREM2;CD36;NTS;DLL1
Response to Calcium Ion (GO:0051592)	3/95	0.07330308243169056	0.28344544740554684	0	0	3.1966255678131086	8.353270473532973	ALOX15;CHP2;RYR3
Positive Regulation of Immune Response (GO:0050778)	3/95	0.07330308243169056	0.28344544740554684	0	0	3.1966255678131086	8.353270473532973	ITGAM;LILRB1;FCGR2B
Bone Development (GO:0060348)	2/44	0.07410148027067923	0.28344544740554684	0	0	4.656765676567657	12.118393385401305	FGFR3;LTF
Regulation of Nervous System Development (GO:0051960)	2/45	0.07704418742709425	0.28344544740554684	0	0	4.548238544784711	11.658846251305821	PTPRZ1;DLL1
Collagen Fibril Organization (GO:0030199)	2/45	0.07704418742709425	0.28344544740554684	0	0	4.548238544784711	11.658846251305821	COL3A1;CYP1B1
Regulation of B Cell Proliferation (GO:0030888)	2/45	0.07704418742709425	0.28344544740554684	0	0	4.548238544784711	11.658846251305821	GPR183;FCGR2B
Positive Regulation of MAPK Cascade (GO:0043410)	7/362	0.07825543106311292	0.28344544740554684	0	0	1.945906913562594	4.957736966885322	GPNMB;GPR183;ALOX15;TREM2;CD36;FCGR2B;FGFR3
Regulation of Dendritic Cell Antigen Processing and Presentation (GO:0002604)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FCGR2B
CD40 Signaling Pathway (GO:0023035)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	ITGA5
Negative Regulation of Humoral Immune Response Mediated by Circulating Immunoglobulin (GO:0002924)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FCGR2B
Negative Regulation of Leukocyte Degranulation (GO:0043301)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FCGR2B
Negative Regulation of Leukocyte Proliferation (GO:0070664)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LILRB1
Negative Regulation of Membrane Potential (GO:0045837)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LTF
T Cell Mediated Cytotoxicity (GO:0001913)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	CRTAM
Regulation of Morphogenesis of an Epithelium (GO:1905330)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	SIX2
Aminoglycoside Antibiotic Metabolic Process (GO:0030647)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	AKR1B10
Regulation of Nephron Tubule Epithelial Cell Differentiation (GO:0072182)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	PROM1
Negative Regulation of Transforming Growth Factor Beta Production (GO:0071635)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LILRB1
Apoptotic DNA Fragmentation (GO:0006309)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	DNASE2B
Regulation of Phosphatase Activity (GO:0010921)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	CHP2
Regulation of Phospholipase Activity (GO:0010517)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FGFR3
Bone Resorption (GO:0045453)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	ACP5
Oxaloacetate Metabolic Process (GO:0006107)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	MDH1B
Regulation of Stem Cell Division (GO:2000035)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	SFRP2
Cell Differentiation Involved in Metanephros Development (GO:0072202)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	SIX2
Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	PPARG
Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LTF
Release of Sequestered Calcium Ion Into Cytosol by Endoplasmic Reticulum (GO:1903514)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	RYR3
Cellular Response to Purine-Containing Compound (GO:0071415)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	RYR3
Response to Magnesium Ion (GO:0032026)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	RYR3
Complement Activation, Lectin Pathway (GO:0001867)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FCN1
+ Reg of Blood Vessel Endothelial Cell Proliferation Inv in Sprouting Angiogenesis (GO:1903589)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	PPP1R16B
Daunorubicin Metabolic Process (GO:0044597)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	AKR1B10
Positive Regulation of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LPL
Embryonic Digestive Tract Morphogenesis (GO:0048557)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	SIX2
Positive Regulation of Endopeptidase Activity (GO:0010950)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	SERPINB3
Positive Regulation of Epithelial Cell Proliferation Involved in Wound Healing (GO:0060054)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	MMP12
Endochondral Ossification (GO:0001958)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FGFR3
Positive Regulation of Membrane Invagination (GO:1905155)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	TREM2
Positive Regulation of Opsonization (GO:1903028)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	FCN1
Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	LILRB1
Lactation (GO:0007595)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	OXTR
Multi-Ciliated Epithelial Cell Differentiation (GO:1903251)	1/8	0.07875856181675209	0.28344544740554684	0	0	13.926108374384237	35.39137016593114	CCNO
Response to Lipopolysaccharide (GO:0032496)	4/161	0.08295149137434019	0.29050895513751984	0	0	2.501783439490446	6.2281880796105975	CXCL6;LY96;CCL2;LILRB1
Bicellular Tight Junction Assembly (GO:0070830)	2/47	0.083037804906241	0.29050895513751984	0	0	4.345654565456545	10.813984492303446	CLDN8;FRMPD2
Cellular Defense Response (GO:0006968)	2/47	0.083037804906241	0.29050895513751984	0	0	4.345654565456545	10.813984492303446	CLEC5A;LY96
Positive Regulation of miRNA Transcription (GO:1902895)	2/47	0.083037804906241	0.29050895513751984	0	0	4.345654565456545	10.813984492303446	MYB;PPARG
Hemopoiesis (GO:0030097)	3/101	0.08452440546361437	0.29050895513751984	0	0	3.0	7.412144892796384	SFRP2;MYB;DLL1
Positive Regulation of Response to External Stimulus (GO:0032103)	4/163	0.08587734773717047	0.29050895513751984	0	0	2.470062893081761	6.063597310973532	LPL;LY96;TREM2;PLA2G7
Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902259)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	KCNRG
Regulation of Dendritic Cell Apoptotic Process (GO:2000668)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	LILRB1
Regulation of Dendritic Spine Maintenance (GO:1902950)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	FCGR2B
RISC Complex Assembly (GO:0070922)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	COLEC12
Regulation of Melanin Biosynthetic Process (GO:0048021)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	ZEB2
Aminoglycan Metabolic Process (GO:0006022)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	CHST9
Regulation of Neutrophil Activation (GO:1902563)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	FCGR2B
Negative Regulation of Voltage-Gated Potassium Channel Activity (GO:1903817)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	KCNRG
Nitric oxide-cGMP-mediated Signaling (GO:0038060)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	CD36
Cell Differentiation in Spinal Cord (GO:0021515)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	ISL1
Phosphatidylcholine Catabolic Process (GO:0034638)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	PLA2G7
Polyketide Metabolic Process (GO:0030638)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	AKR1B10
Somite Development (GO:0061053)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	SFRP2
Doxorubicin Metabolic Process (GO:0044598)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	AKR1B10
Ectoderm Development (GO:0007398)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	ITGAM
Tooth Mineralization (GO:0034505)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	FAM20C
Positive Regulation of Lipase Activity (GO:0060193)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	FGFR3
Positive Regulation of Macrophage Cytokine Production (GO:0060907)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	LILRB1
Glucosamine-Containing Compound Catabolic Process (GO:1901072)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	CHIT1
Positive Regulation of Phagocytosis, Engulfment (GO:0060100)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	TREM2
Positive Regulation of Phospholipase Activity (GO:0010518)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	FGFR3
Positive Regulation of Purine Nucleotide Biosynthetic Process (GO:1900373)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	TREM2
Hormone Catabolic Process (GO:0042447)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	MMP12
Positive Regulation of Skeletal Muscle Tissue Development (GO:0048643)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	DLL1
Intestinal Cholesterol Absorption (GO:0030299)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	CD36
Lipoxygenase Pathway (GO:0019372)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	ALOX15
Negative Regulation of Cell Adhesion Mediated by Integrin (GO:0033629)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	CYP1B1
Regulation of Cellular Response to Insulin Stimulus (GO:1900076)	1/9	0.0881589675605576	0.29050895513751984	0	0	12.18472906403941	29.59199926092177	PPARG
Regulation of Defense Response (GO:0031347)	3/103	0.08841886674278829	0.2906441956297595	0	0	2.9397014925373135	7.130745447240052	ALOX15;TREM2;FCGR2B
GPCR Sgnlng Pway, Coupled to Cyclic Nucleotide Second Messenger (GO:0007187)	2/50	0.09228339151793027	0.29349678473594043	0	0	4.073432343234323	9.706545652223769	CCL2;LPAR3
Regulation of Interleukin-12 Production (GO:0032655)	2/50	0.09228339151793027	0.29349678473594043	0	0	4.073432343234323	9.706545652223769	LILRB1;ISL1
Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	2/50	0.09228339151793027	0.29349678473594043	0	0	4.073432343234323	9.706545652223769	LILRB1;LTF
Calcium Ion Homeostasis (GO:0055074)	3/105	0.09238767772010555	0.29349678473594043	0	0	2.881767632426105	6.863683680791012	CCL13;CCL8;CCL7
Negative Regulation of Cellular Process (GO:0048523)	9/531	0.0947413775774732	0.29349678473594043	0	0	1.7041556145004422	4.016020689255098	FABP3;SFRP2;GPNMB;ADAMTS1;CYP1B1;PPARG;LILRB1;TREM2;DLL1
Cellular Response to Nitrogen Compound (GO:1901699)	4/169	0.09495172475438811	0.29349678473594043	0	0	2.3795151515151516	5.602298770492156	TREM2;CD36;FCGR2B;RYR3
Carboxylic Acid Transmembrane Transport (GO:1905039)	2/51	0.09542932219954067	0.29349678473594043	0	0	3.99009900990099	9.374216465643885	SLC23A1;SLC16A9
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)	2/51	0.09542932219954067	0.29349678473594043	0	0	3.99009900990099	9.374216465643885	ITGAM;CRTAM
Fatty Acid Oxidation (GO:0019395)	2/51	0.09542932219954067	0.29349678473594043	0	0	3.99009900990099	9.374216465643885	ALOX15;SLC27A2
Cell-Matrix Adhesion (GO:0007160)	3/107	0.09642919999444544	0.29349678473594043	0	0	2.8260619977037886	6.610007023412402	COL3A1;ITGAM;ITGA5
Regulation of Extracellular Matrix Assembly (GO:1901201)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	PPARG
Negative Regulation of Interferon-Beta Production (GO:0032688)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	LILRB1
Negative Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033147)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	ISL1
Negative Regulation of Lipid Localization (GO:1905953)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	PPARG
Regulation of Low-Density Lipoprotein Particle Clearance (GO:0010988)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	TREM2
Angiotensin-Activated Signaling Pathway (GO:0038166)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	CA2
Regulation of Opsonization (GO:1903027)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	FCN1
Regulation of Phagocytosis, Engulfment (GO:0060099)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	TREM2
Atrial Septum Morphogenesis (GO:0060413)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	ISL1
Biomineral Tissue Development (GO:0031214)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	FAM20C
Oxygen Transport (GO:0015671)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	MB
Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	FCN1
Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	TREM2
Cellular Response to UV-A (GO:0071492)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	MMP12
Cellular Response to Prostaglandin Stimulus (GO:0071379)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	PTGFR
Cytolysis by Host of Symbiont Cells (GO:0051838)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	LTF
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	RYR3
Surfactant Homeostasis (GO:0043129)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	NAPSA
Positive Regulation of Lipid Localization (GO:1905954)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	LPL
Positive Regulation of Lipid Transport (GO:0032370)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	GPNMB
Type B Pancreatic Cell Differentiation (GO:0003309)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	DLL1
Mesenchymal to Epithelial Transition (GO:0060231)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	SIX2
Negative Regulation by Host of Viral Genome Replication (GO:0044828)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	CCL8
Negative Regulation of B Cell Proliferation (GO:0030889)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	FCGR2B
Regulation of Animal Organ Morphogenesis (GO:2000027)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	SIX2
Negative Regulation of JUN Kinase Activity (GO:0043508)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	SERPINB3
Negative Regulation of Activated T Cell Proliferation (GO:0046007)	1/10	0.09746391722029348	0.29349678473594043	0	0	10.83032293377121	25.21594900155374	CRTAM
Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379)	2/52	0.09860567938368206	0.2955911028977256	0	0	3.91009900990099	9.058238666429835	ITGAM;CD36
Positive Regulation of Vasculature Development (GO:1904018)	3/109	0.1005417712931997	0.2955911028977256	0	0	2.7724584624049564	6.368841684115198	SFRP2;CYP1B1;ISL1
Negative Regulation of Protein Catabolic Process (GO:0042177)	2/53	0.10181152270043903	0.2955911028977256	0	0	3.833236264802951	8.7575342022346	TIMP3;PTPN3
Antibacterial Humoral Response (GO:0019731)	2/53	0.10181152270043903	0.2955911028977256	0	0	3.833236264802951	8.7575342022346	RNASE6;LTF
Regulation of Proteolysis (GO:0030162)	2/53	0.10181152270043903	0.2955911028977256	0	0	3.833236264802951	8.7575342022346	SERPINB3;SERPINB4
Positive Regulation of miRNA Metabolic Process (GO:2000630)	2/53	0.10181152270043903	0.2955911028977256	0	0	3.833236264802951	8.7575342022346	MYB;PPARG
Negative Regulation of Developmental Process (GO:0051093)	3/111	0.10472370824927366	0.2955911028977256	0	0	2.7208402432283028	6.139384861432302	PPARG;FGFR3;DLL1
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	3/111	0.10472370824927366	0.2955911028977256	0	0	2.7208402432283028	6.139384861432302	GPNMB;ADAMTS1;CCL2
Apical Junction Assembly (GO:0043297)	2/54	0.10504592758167294	0.2955911028977256	0	0	3.7593297791317593	8.471114399834835	CLDN8;FRMPD2
Tight Junction Assembly (GO:0120192)	2/54	0.10504592758167294	0.2955911028977256	0	0	3.7593297791317593	8.471114399834835	CLDN8;FRMPD2
Negative Regulation of Extracellular Matrix Organization (GO:1903054)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	PPARG
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	LILRB1
RNA Splicing, via Endonucleolytic Cleavage and Ligation (GO:0000394)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	COLEC12
Regulation of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Signaling Pathway (GO:1903376)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	TREM2
Omega-Hydroxylase P450 Pathway (GO:0097267)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	CYP1B1
Carbon Dioxide Transport (GO:0015670)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	CA2
Cellular Response to UV-B (GO:0071493)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	MMP12
Podocyte Differentiation (GO:0072112)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	PROM1
Cellular Response to Nutrient (GO:0031670)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	LPL
Complement Receptor Mediated Signaling Pathway (GO:0002430)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	ITGAM
tRNA Splicing, via Endonucleolytic Cleavage and Ligation (GO:0006388)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	COLEC12
Fatty Acid Transmembrane Transport (GO:1902001)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	CD36
Urate Metabolic Process (GO:0046415)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	SLC16A9
Positive Regulation of Myeloid Leukocyte Mediated Immunity (GO:0002888)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	ITGAM
Positive Regulation of Peptidase Activity (GO:0010952)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	SERPINB3
Hematopoietic Stem Cell Proliferation (GO:0071425)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	SFRP2
Positive Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034393)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	PPARG
Interleukin-10-Mediated Signaling Pathway (GO:0140105)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	LILRB1
Positive Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034145)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	LTF
Intestinal Lipid Absorption (GO:0098856)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	CD36
Positive Regulation of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	ITGA5
Positive Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	ITGA5
Primary Alcohol Catabolic Process (GO:0034310)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	AKR1B10
Macrophage Activation Involved in Immune Response (GO:0002281)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	TREM2
Macrophage Chemotaxis (GO:0048246)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	CCL2
Monocyte Differentiation (GO:0030224)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	PPARG
Negative Regulation of Alpha-Beta T Cell Activation (GO:0046636)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	LILRB1
Regulation of Cell Activation (GO:0050865)	1/11	0.10667437520831993	0.2955911028977256	0	0	9.74679802955665	21.81308356459046	TREM2
Cellular Response to Metal Ion (GO:0071248)	3/112	0.10684015767387674	0.2955911028977256	0	0	2.69574147610571	6.028813966323748	ALOX15;CHP2;RYR3
Regulation of Metabolic Process (GO:0019222)	2/55	0.10830798512229418	0.29840872249461964	0	0	3.68821221744816	8.198071061066498	CYP1B1;LPAR3
Icosanoid Metabolic Process (GO:0006690)	2/55	0.10830798512229418	0.29840872249461964	0	0	3.68821221744816	8.198071061066498	ALOX15;CYP1B1
Cilium Assembly (GO:0060271)	5/247	0.10914710562043475	0.29916506115059	0	0	2.0301922837327133	4.496995108744954	SPAG17;DNAH5;ERICH3;TEKT1;CCNO
Positive Regulation of Leukocyte Chemotaxis (GO:0002690)	2/56	0.11159680181676472	0.29916506115059	0	0	3.61972863953062	7.9375685946428876	CCL2;PLA2G7
Receptor Internalization (GO:0031623)	2/56	0.11159680181676472	0.29916506115059	0	0	3.61972863953062	7.9375685946428876	LILRB1;CD36
Regulation of Inflammatory Response (GO:0050727)	5/249	0.11191439593205224	0.29916506115059	0	0	2.013345415602603	4.409268784647162	ALOX15;LPL;PPARG;ISL1;PLA2G7
Protein Processing (GO:0016485)	3/115	0.11328885604707266	0.29916506115059	0	0	2.623134328358209	5.712699906786307	MMP12;CPM;AEBP1
Negative Regulation of Response to Stimulus (GO:0048585)	2/57	0.11491149931147912	0.29916506115059	0	0	3.5537353735373536	7.688837042343878	COL3A1;FCGR2B
Heart Morphogenesis (GO:0003007)	2/57	0.11491149931147912	0.29916506115059	0	0	3.5537353735373536	7.688837042343878	RBM20;ISL1
Negative Regulation of Complement Activation (GO:0045916)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	VSIG4
Negative Regulation of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	LTF
Negative Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010745)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	PPARG
T Cell Chemotaxis (GO:0010818)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	GPR183
Antifungal Humoral Response (GO:0019732)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	LTF
Astrocyte Activation (GO:0048143)	1/12	0.11579129625858678	0.29916506115059	0	0	8.860277653381102	19.102456294823007	TREM2
