Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Syntaxin Binding (GO:0019905)	1/46	0.3763353646025233	0.5066052985033969	0	0	2.1621237000547344	2.1129885870694256	NAPSA
Hydro-Lyase Activity (GO:0016836)	1/46	0.3763353646025233	0.5066052985033969	0	0	2.1621237000547344	2.1129885870694256	CA2
Monocarboxylic Acid Transmembrane Transporter Activity (GO:0008028)	1/46	0.3763353646025233	0.5066052985033969	0	0	2.1621237000547344	2.1129885870694256	SLC16A9
Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)	1/48	0.38902256101362515	0.5208225543625036	0	0	2.069908814589666	1.9542380451512489	GABRP
Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	1/50	0.4014529010595411	0.5343644197777594	0	0	1.9852216748768472	1.8118424588650803	FGFR3
Serine-Type Endopeptidase Activity (GO:0004252)	2/136	0.4048743326064084	0.5343644197777594	0	0	1.4527855770651692	1.3135775563663379	MMP12;TMPRSS3
E-box Binding (GO:0070888)	1/51	0.40757337122395215	0.5343644197777594	0	0	1.9454187192118226	1.7460800486363166	PPARG
DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)	4/318	0.4078618224426164	0.5343644197777594	0	0	1.240891719745223	1.1128649903997305	EHF;MYB;TFEC;PPARG
Manganese Ion Binding (GO:0030145)	1/52	0.4136315597305962	0.5390411283723194	0	0	1.9071766637689558	1.6836167548650114	FAM20C
Metal Ion Binding (GO:0046872)	6/516	0.4309254034377481	0.5586070044563402	0	0	1.1459298871063577	0.9646670204052646	MMP12;SPARC;CHP2;ITLN1;LPL;ITGA5
Flavin Adenine Dinucleotide Binding (GO:0050660)	1/58	0.4487076537970958	0.5708971275882134	0	0	1.7059026877538674	1.3670826221326327	CYBB
PDZ Domain Binding (GO:0030165)	1/58	0.4487076537970958	0.5708971275882134	0	0	1.7059026877538674	1.3670826221326327	SLC22A4
Secondary Active Transmembrane Transporter Activity (GO:0015291)	1/58	0.4487076537970958	0.5708971275882134	0	0	1.7059026877538674	1.3670826221326327	SLC22A4
Serine-Type Peptidase Activity (GO:0008236)	2/149	0.45030133501810204	0.5708971275882134	0	0	1.3234323432343233	1.0558849936184433	MMP12;TMPRSS3
Microtubule Binding (GO:0008017)	3/243	0.4520573173555649	0.5708971275882134	0	0	1.2161691542288557	0.9655729988127835	SPAG6;CCDC170;KIF21A
Nuclease Activity (GO:0004518)	1/61	0.46545457817068164	0.5848019059067538	0	0	1.620361247947455	1.2391562978337145	RNASE6
Channel Activity (GO:0015267)	1/63	0.4763369589448996	0.5954211986811244	0	0	1.5679326235499762	1.16282552391197	BCL2A1
UDP-glycosyltransferase Activity (GO:0008194)	1/65	0.48699885741626325	0.6056584774973832	0	0	1.5187807881773399	1.0927529081625569	UGT2A1
G Protein-Coupled Receptor Activity (GO:0004930)	3/259	0.4938582304600008	0.6110872043570718	0	0	1.1392257462686568	0.8037314946145993	GPR34;GPR183;LPAR3
Protein Serine/Threonine Kinase Activator Activity (GO:0043539)	1/70	0.5127179480188168	0.6312356646462819	0	0	1.4083672449489542	0.9408307170908768	LTF
Phosphatase Activity (GO:0016791)	1/71	0.5177056697987945	0.6341894455035233	0	0	1.3881773399014778	0.9139043351296697	ACP5
RNA Nuclease Activity (GO:0004540)	1/72	0.5226425858065477	0.6370519080726575	0	0	1.3685561645736488	0.8879978506396441	RNASE6
ATPase Binding (GO:0051117)	1/74	0.5323660552540482	0.6451109690132634	0	0	1.330926513260004	0.8390479529350536	PTPN3
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843)	1/75	0.5371536231783908	0.6451109690132634	0	0	1.3128744508054853	0.8159135930450523	CYBB
Protein Phosphatase Regulator Activity (GO:0019888)	1/75	0.5371536231783908	0.6451109690132634	0	0	1.3128744508054853	0.8159135930450523	PPP1R16B
Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	1/76	0.5418924143138966	0.6476275195458764	0	0	1.295303776683087	0.7936168145600232	ALOX15
Phosphotransferase Activity, Alcohol Group as Acceptor (GO:0016773)	1/79	0.5558210474474341	0.6610493040030162	0	0	1.2452949349501075	0.7313727905105102	COLEC12
G Protein-Coupled Peptide Receptor Activity (GO:0008528)	1/80	0.5603696271317814	0.663239413755007	0	0	1.2294693521232152	0.7120578280679314	OXTR
Protein Tyrosine Kinase Binding (GO:1990782)	1/82	0.5693281958757586	0.6691974172573398	0	0	1.198990451864015	0.6753891837108899	TREM2
Actin Binding (GO:0003779)	2/187	0.5708663681909552	0.6691974172573398	0	0	1.0495584693604496	0.5883826121671595	PACRG;PHACTR1
Phospholipase Activity (GO:0004620)	1/83	0.5737391203654282	0.6693623070929996	0	0	1.184308542592815	0.6579787086959046	LPL
DNA-binding Transcription Factor Binding (GO:0140297)	3/294	0.5793374600280414	0.6726904156723704	0	0	1.000410319536339	0.5460941198540428	PPARG;ISL1;PITX1
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	7/706	0.5838203206137604	0.6746980120300533	0	0	0.9707776882130382	0.5224356755204683	SIX2;TFEC;AHRR;PPARG;DMRT3;ISL1;PITX1
Hormone Activity (GO:0005179)	1/88	0.5951284313607962	0.6845373975746247	0	0	1.1159617235717116	0.5791596343779737	GPNMB
Sequence-Specific DNA Binding (GO:0043565)	7/718	0.6016901137047137	0.6888508311105367	0	0	0.9537935416622045	0.48453925856811825	MMP12;SIX2;TFEC;PPARG;DMRT3;ISL1;PITX1
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	10/1035	0.6153244285540374	0.7011836511429728	0	0	0.9439778727684184	0.4584009641031603	EHF;ZEB2;ZNF837;SIX2;MYB;TFEC;PPARG;DMRT3;ISL1;PITX1
GTP Binding (GO:0005525)	2/206	0.623601397658039	0.7073256593806462	0	0	0.9508833236264803	0.4490488496961243	TUBB6;AKR1B10
Phosphatidylinositol Bisphosphate Binding (GO:1902936)	1/96	0.6271514694656477	0.7080742397192797	0	0	1.0215711693025669	0.4766315892635776	ALOX15
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	10/1054	0.6382473230302538	0.7143026346430881	0	0	0.9258600940079789	0.4157384183314948	EHF;ZEB2;ZNF837;SIX2;MYB;TFEC;PPARG;DMRT3;ISL1;PITX1
Hexosyltransferase Activity (GO:0016758)	1/99	0.6384990897421888	0.7143026346430881	0	0	0.9901477832512315	0.4442149795816084	UGT2A1
Growth Factor Receptor Binding (GO:0070851)	1/100	0.6422047284719372	0.7151825385255663	0	0	0.9800965318206698	0.4340339206746572	ITGA5
Protein Tyrosine Kinase Activity (GO:0004713)	1/102	0.6495029858079479	0.7200372467101684	0	0	0.9605911330049262	0.41454103413818844	FGFR3
Transcription Coregulator Binding (GO:0001221)	1/103	0.6530963680326702	0.7207190442133458	0	0	0.9511252776972858	0.40520845676197886	PPARG
Double-Stranded DNA Binding (GO:0003690)	6/651	0.6560014157533718	0.7207190442133458	0	0	0.8997416020671835	0.37932416010472514	SIX2;TFEC;PPARG;DMRT3;ISL1;PITX1
Transcription Cis-Regulatory Region Binding (GO:0000976)	5/548	0.6608611590628161	0.7228168927249551	0	0	0.8908724099317953	0.36900960435074975	MMP12;AHRR;PPARG;AEBP1;ISL1
Protein Kinase Activator Activity (GO:0030295)	1/107	0.6671069833804473	0.7264053819031536	0	0	0.9150478669021285	0.3704158154696593	LTF
Phosphatidylinositol Binding (GO:0035091)	1/109	0.6738996626045892	0.7305549439740016	0	0	0.8980113118044153	0.35442175930218556	FRMPD2
Protein Kinase Regulator Activity (GO:0019887)	1/113	0.6870739896988246	0.7387472995124683	0	0	0.8657635467980296	0.32493256757983624	CCNO
Guanyl Ribonucleotide Binding (GO:0032561)	2/232	0.6874872828116032	0.7387472995124683	0	0	0.8422729229444683	0.3156097271491792	TUBB6;AKR1B10
Nuclear Receptor Binding (GO:0016922)	1/116	0.6966059210269563	0.7452770770812414	0	0	0.8430499036196187	0.3047924019903343	ISL1
Ubiquitin-Like Ligase-Substrate Adaptor Activity (GO:1990756)	1/118	0.7027994590817185	0.7486342064131349	0	0	0.8285545871752769	0.2922176911029681	DAW1
Protein Phosphatase Binding (GO:0019903)	1/120	0.7088671676297222	0.7518288141527357	0	0	0.8145465082584759	0.28027496353671705	LILRB1
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)	11/1236	0.7221178775570138	0.7625813793166741	0	0	0.8640414507772021	0.28130328631999557	EHF;ZEB2;ZNF837;SIX2;MYB;TFEC;PPARG;DMRT3;AEBP1;ISL1;PITX1
ATP Binding (GO:0005524)	2/281	0.7836554710731676	0.8240154094975367	0	0	0.6926079704744668	0.16884799189474264	COLEC12;SEC14L3
Adenyl Ribonucleotide Binding (GO:0032559)	2/318	0.8381112941738073	0.8775096883443709	0	0	0.6103521744579521	0.10779086615661025	COLEC12;SEC14L3
Protein Heterodimerization Activity (GO:0046982)	1/216	0.8921001284504702	0.9300618360441072	0	0	0.4486424561805476	0.051224605337722426	CYBB
Anion Binding (GO:0043168)	2/402	0.9186863641461024	0.9505705353507334	0	0	0.4800990099009901	0.04071743437546553	ALOX15;CYBB
Protein Homodimerization Activity (GO:0042803)	4/680	0.9195314974617299	0.9505705353507334	0	0	0.565680473372781	0.04745548958140343	MMP12;TOX3;LPL;LILRB1
GTPase Activity (GO:0003924)	1/266	0.9357793210853299	0.9605049800942903	0	0	0.36306348173622083	0.02409855584778425	AKR1B10
Ubiquitin Protein Ligase Binding (GO:0031625)	1/268	0.9371002100532335	0.9605049800942903	0	0	0.36030700540580435	0.023407364314968107	PACRG
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	1/274	0.9409028376433864	0.9605049800942903	0	0	0.3522799040040419	0.021459270944480545	AKR1B10
Ubiquitin-Like Protein Ligase Binding (GO:0044389)	1/284	0.946738821859532	0.9624523292762877	0	0	0.33965778342529895	0.01859015629854449	PACRG
mRNA Binding (GO:0003729)	1/310	0.9593651376012631	0.9701419033487098	0	0	0.31066366955218644	0.01288742512272812	RBM20
Cadherin Binding (GO:0045296)	1/317	0.9622223776070876	0.9701419033487098	0	0	0.3036727567500156	0.011694344718860968	PROM1
Protein Kinase Binding (GO:0019901)	2/527	0.9724493337236684	0.9756210315928252	0	0	0.36343234323432344	0.01015331980023179	TREM2;CCDC102B
Protein Serine/Threonine Kinase Activity (GO:0004674)	1/359	0.9756210315928252	0.9756210315928252	0	0	0.2674684206181028	0.006601402873461739	FAM20C
